1	39 -2635114.632755547 -4456750.355434523 3713049.72966992
1	40 -2635114.6328961733 -4456750.35838446 3713049.7306473437
1	41 -2635114.636993744 -4456750.370122148 3713049.740717669
1	42 -2635114.6378992037 -4456750.369794386 3713049.741669659
1	43 -2635114.6359807076 -4456750.367021902 3713049.739408271
1	44 -2635114.6322548743 -4456750.361582043 3713049.735276006
1	45 -2635114.6339725866 -4456750.359401393 3713049.737190427
1	46 -2635114.627801739 -4456750.354556537 3713049.730678572
1	47 -2635114.6261354564 -4456750.350135634 3713049.7247782066
1	48 -2635114.624151946 -4456750.348220251 3713049.7245550468
1	49 -2635114.6236771597 -4456750.349031286 3713049.7268320946
1	50 -2635114.6252850974 -4456750.349508893 3713049.723521401
1	51 -2635114.6363052814 -4456750.3653899925 3713049.7396650077
1	52 -2635114.634930279 -4456750.363636616 3713049.7385787605
1	53 -2635114.6300047683 -4456750.353942246 3713049.7298666076
1	54 -2635114.6293998132 -4456750.353061099 3713049.726236475
1	55 -2635114.6269854205 -4456750.351132908 3713049.7258000895
1	56 -2635114.6306359624 -4456750.353017968 3713049.7269058153
1	57 -2635114.634362651 -4456750.363618454 3713049.7378471144
1	58 -2635114.6287843874 -4456750.356803382 3713049.730941299
1	59 -2635114.635506988 -4456750.366029639 3713049.7407934917
1	60 -2635114.633396417 -4456750.362000971 3713049.734511209
1	61 -2635114.6322570983 -4456750.360174502 3713049.733092336
1	62 -2635114.6318836925 -4456750.358500399 3713049.7311331946
1	63 -2635114.6264035404 -4456750.352760461 3713049.7290162556
1	64 -2635114.6292787106 -4456750.354159233 3713049.7281348407
1	65 -2635114.631549232 -4456750.357874818 3713049.730674694
1	66 -2635114.6317282137 -4456750.35920178 3713049.733136647
1	67 -2635114.6379737034 -4456750.367922086 3713049.743758182
1	68 -2635114.6408753116 -4456750.373515945 3713049.747571906
1	69 -2635114.6328684385 -4456750.364227275 3713049.739042538
1	70 -2635114.6370506673 -4456750.365792561 3713049.7414746406
1	71 -2635114.630861742 -4456750.355729984 3713049.7331421194
1	72 -2635114.641807063 -4456750.372796456 3713049.7441795287
1	73 -2635114.6348475027 -4456750.363223642 3713049.7368193874
1	74 -2635114.635911538 -4456750.365500451 3713049.739166537
1	75 -2635114.6361744944 -4456750.364203968 3713049.7399670877
1	76 -2635114.6382461158 -4456750.371093103 3713049.745229613
1	77 -2635114.6321744896 -4456750.359932945 3713049.736217907
1	78 -2635114.630363758 -4456750.358488584 3713049.7359661106
1	79 -2635114.6342573925 -4456750.362015319 3713049.735417341
1	80 -2635114.639681295 -4456750.370746196 3713049.7452344387
1	81 -2635114.6441382496 -4456750.3776479075 3713049.7495206473
1	82 -2635114.6294113323 -4456750.356587748 3713049.7298196824
1	83 -2635114.625833253 -4456750.348765485 3713049.7267738366
1	84 -2635114.6195867388 -4456750.344147364 3713049.7219396895
1	85 -2635114.6304782485 -4456750.358216345 3713049.7307457416
1	86 -2635114.643102228 -4456750.37461278 3713049.7463415903
1	87 -2635114.634541471 -4456750.361168255 3713049.736078464
1	88 -2635114.632684355 -4456750.357743889 3713049.733785324
1	89 -2635114.630623662 -4456750.359308915 3713049.733026227
1	90 -2635114.6346976394 -4456750.364121852 3713049.739687161
1	91 -2635114.6389276334 -4456750.368867658 3713049.7436371436
2	92 -2635114.6373512987 -4456750.370028272 3713049.7462104172
2	93 -2635114.642372629 -4456750.375521559 3713049.752511825
2	94 -2635114.635192387 -4456750.36644367 3713049.745523609
2	95 -2635114.62919171 -4456750.356407043 3713049.736435564
2	96 -2635114.6317457682 -4456750.360482776 3713049.738747306
2	97 -2635114.630695845 -4456750.357006347 3713049.736520916
2	98 -2635114.6320999316 -4456750.359933934 3713049.7384190527
2	99 -2635114.6265260153 -4456750.353811989 3713049.7290651035
2	100 -2635114.624516279 -4456750.34926993 3713049.729516481
2	101 -2635114.6296694768 -4456750.356213727 3713049.736310214
1	102 -2635114.630587375 -4456750.355421824 3713049.733667772
1	103 -2635114.625686238 -4456750.348495198 3713049.7265447713
1	104 -2635114.625536643 -4456750.34831389 3713049.7269493993
1	105 -2635114.6242164695 -4456750.34506932 3713049.723527376
1	106 -2635114.6260440736 -4456750.352785787 3713049.7300899136
1	107 -2635114.6255221725 -4456750.347305747 3713049.728070654
1	108 -2635114.625149394 -4456750.351431115 3713049.730757603
1	109 -2635114.6308330647 -4456750.357681401 3713049.7355075385
1	110 -2635114.6360370577 -4456750.362365747 3713049.741145108
1	111 -2635114.628090578 -4456750.353790435 3713049.7319663544
1	112 -2635114.6227466986 -4456750.343332638 3713049.721504386
1	113 -2635114.629907882 -4456750.352970016 3713049.731844253
1	114 -2635114.627872166 -4456750.345878546 3713049.7267443845
1	115 -2635114.628565993 -4456750.349382842 3713049.728153351
1	116 -2635114.634572897 -4456750.358765507 3713049.735675117
1	117 -2635114.6289328462 -4456750.350101542 3713049.7295016777
1	118 -2635114.634919904 -4456750.359545216 3713049.7375479974
1	119 -2635114.6331494036 -4456750.357368938 3713049.7353443117
1	120 -2635114.6256489027 -4456750.34172489 3713049.72312605
1	121 -2635114.6389035373 -4456750.358619484 3713049.738693155
1	122 -2635114.6280499627 -4456750.346015859 3713049.7280927706
1	123 -2635114.6263716756 -4456750.342148893 3713049.725679202
1	124 -2635114.631832552 -4456750.350820842 3713049.73199638
1	125 -2635114.6298701614 -4456750.34761096 3713049.726650052
1	126 -2635114.621352708 -4456750.333072509 3713049.7161116935
1	127 -2635114.623385036 -4456750.337024169 3713049.7215119293
1	128 -2635114.6271676263 -4456750.341598025 3713049.722198465
1	129 -2635114.6334327525 -4456750.351994961 3713049.7290202444
1	130 -2635114.6269962825 -4456750.34317975 3713049.7227206887
1	131 -2635114.6191222807 -4456750.331485104 3713049.7144310097
1	132 -2635114.624025168 -4456750.338752063 3713049.7198985456
1	133 -2635114.63313986 -4456750.350625426 3713049.7318640593
1	134 -2635114.629999323 -4456750.345853833 3713049.7268626806
1	135 -2635114.626457785 -4456750.339750865 3713049.722373021
1	136 -2635114.622485824 -4456750.335394959 3713049.717277918
1	137 -2635114.6279164697 -4456750.341378113 3713049.721656394
1	138 -2635114.6269731824 -4456750.341906055 3713049.7231747424
1	139 -2635114.6314660967 -4456750.344583474 3713049.7266490827
1	140 -2635114.626878567 -4456750.339673118 3713049.7222610926
1	141 -2635114.6225960907 -4456750.333831649 3713049.7153748306
1	142 -2635114.626921562 -4456750.33936467 3713049.7201901735
1	143 -2635114.634817293 -4456750.348418998 3713049.728279198
1	144 -2635114.634381936 -4456750.3499691915 3713049.732961236
1	145 -2635114.6277753236 -4456750.341081656 3713049.7258681445
1	146 -2635114.6275223633 -4456750.339988527 3713049.721767019
1	147 -2635114.6335453987 -4456750.347770891 3713049.728455626
1	148 -2635114.627869018 -4456750.338631566 3713049.719914942
1	149 -2635114.622625412 -4456750.330880814 3713049.717542145
1	150 -2635114.6237602695 -4456750.33081395 3713049.718319727
1	151 -2635114.6307880115 -4456750.340125358 3713049.7268784107
1	152 -2635114.623991707 -4456750.33123498 3713049.7194532612
1	153 -2635114.622932821 -4456750.33010287 3713049.719272324
1	154 -2635114.6181480424 -4456750.323227104 3713049.7099449346
1	155 -2635114.615161807 -4456750.317213327 3713049.7063021916
1	156 -2635114.621222026 -4456750.325566004 3713049.715262201
3	157 -2635114.612756791 -4456750.313773196 3713049.7064822093
3	158 -2635114.618730512 -4456750.32417637 3713049.713566559
3	159 -2635114.612956172 -4456750.316113163 3713049.7058935296
3	160 -2635114.6144266683 -4456750.315980574 3713049.7084968393
3	161 -2635114.6122736474 -4456750.313751907 3713049.705839167
3	162 -2635114.612390654 -4456750.313452169 3713049.7054284886
3	163 -2635114.607233718 -4456750.305086912 3713049.698733858
3	164 -2635114.608576801 -4456750.310169069 3713049.702444042
3	165 -2635114.6102721174 -4456750.311792083 3713049.702004723
3	166 -2635114.612668401 -4456750.313671856 3713049.7051690915
3	167 -2635114.612575092 -4456750.311683514 3713049.7066998505
3	168 -2635114.602175182 -4456750.297321073 3713049.6915638973
3	169 -2635114.607001711 -4456750.303155555 3713049.695623967
3	170 -2635114.6104939496 -4456750.305196855 3713049.699674993
3	171 -2635114.6126315347 -4456750.307470572 3713049.699651406
3	172 -2635114.608282747 -4456750.3059911905 3713049.700385986
3	173 -2635114.6027394724 -4456750.297301345 3713049.6941762995
3	174 -2635114.60278419 -4456750.297471156 3713049.6922629373
3	175 -2635114.6033435976 -4456750.296137031 3713049.691170131
3	176 -2635114.6039021933 -4456750.295005173 3713049.688460876
3	177 -2635114.60100164 -4456750.292349257 3713049.6885605752
3	178 -2635114.608469139 -4456750.3046558015 3713049.7002500547
3	179 -2635114.602261776 -4456750.2942925915 3713049.6937863426
3	180 -2635114.611697989 -4456750.310550713 3713049.7024943996
3	181 -2635114.611671555 -4456750.310062113 3713049.705451446
3	182 -2635114.604820165 -4456750.295319105 3713049.6937456634
3	183 -2635114.598580425 -4456750.284852026 3713049.68173985
3	184 -2635114.5941143436 -4456750.278966928 3713049.678985829
3	185 -2635114.6009744382 -4456750.289188641 3713049.6853568857
3	186 -2635114.5953153265 -4456750.281354136 3713049.6784496205
3	187 -2635114.60241349 -4456750.293078788 3713049.69158143
3	188 -2635114.602186001 -4456750.29012522 3713049.6890866505
3	189 -2635114.6055839863 -4456750.296671498 3713049.6907013645
3	190 -2635114.60107495 -4456750.289594567 3713049.6837720308
3	191 -2635114.5997793134 -4456750.285674245 3713049.683309257
3	192 -2635114.6030760803 -4456750.288895183 3713049.686908126
3	193 -2635114.601999245 -4456750.289545602 3713049.686155692
3	194 -2635114.5983573883 -4456750.282824491 3713049.6808814635
3	195 -2635114.6085029696 -4456750.297669548 3713049.69239868
3	196 -2635114.6041704286 -4456750.29367345 3713049.6877944227
3	197 -2635114.606105137 -4456750.296991002 3713049.692578574
3	198 -2635114.6069083177 -4456750.298447302 3713049.6951837004
3	199 -2635114.610448911 -4456750.303526316 3713049.7016629875
3	200 -2635114.609736517 -4456750.302523659 3713049.699202611
3	201 -2635114.612398897 -4456750.305627136 3713049.7031507394
3	202 -2635114.6110708453 -4456750.30233374 3713049.7002667026
3	203 -2635114.610954845 -4456750.302087069 3713049.699501242
3	204 -2635114.6098084943 -4456750.299735619 3713049.6970525295
3	205 -2635114.6099029225 -4456750.298507693 3713049.6976333167
3	206 -2635114.6086361823 -4456750.299699495 3713049.6986948843
3	207 -2635114.61783986 -4456750.31101729 3713049.7055540336
3	208 -2635114.607103529 -4456750.29577542 3713049.694375106
3	209 -2635114.6089270446 -4456750.298912567 3713049.696177215
3	210 -2635114.6095039346 -4456750.301581513 3713049.697387318
3	211 -2635114.6105424818 -4456750.304533028 3713049.700943274
3	212 -2635114.61833229 -4456750.31314841 3713049.708243432
3	213 -2635114.6131616537 -4456750.304931357 3713049.700098514
3	214 -2635114.607937416 -4456750.297356013 3713049.6952141686
3	215 -2635114.610299183 -4456750.30145789 3713049.696951467
3	216 -2635114.613796985 -4456750.309820447 3713049.704330058
3	217 -2635114.6157437176 -4456750.313027915 3713049.7071290496
3	218 -2635114.617939737 -4456750.313950719 3713049.708648111
3	219 -2635114.6069016256 -4456750.297587328 3713049.6978040803
3	220 -2635114.5988699016 -4456750.2815883495 3713049.683143073
3	221 -2635114.6082449616 -4456750.292392437 3713049.689676454
3	222 -2635114.602207264 -4456750.2870208705 3713049.6838689186
3	223 -2635114.603848692 -4456750.289661462 3713049.6866567824
3	224 -2635114.612513514 -4456750.3038757965 3713049.701864469
3	225 -2635114.610162267 -4456750.301400775 3713049.697087733
3	226 -2635114.611997939 -4456750.303038528 3713049.6990320794
3	227 -2635114.6160509917 -4456750.311358669 3713049.704660206
3	228 -2635114.618241868 -4456750.312858805 3713049.7052054177
3	229 -2635114.613266691 -4456750.307008661 3713049.702266732
3	230 -2635114.614877921 -4456750.309536954 3713049.7038199836
3	231 -2635114.619304932 -4456750.315267978 3713049.70612195
3	232 -2635114.615373863 -4456750.310480163 3713049.7004197277
3	233 -2635114.609461083 -4456750.300255156 3713049.6923886063
3	234 -2635114.612348926 -4456750.302496634 3713049.697774812
3	235 -2635114.6090257047 -4456750.298926855 3713049.6962806447
3	236 -2635114.6099340683 -4456750.299700937 3713049.6958653238
3	237 -2635114.6135619115 -4456750.302681875 3713049.6991700646
3	238 -2635114.620411734 -4456750.315972183 3713049.7093019364
3	239 -2635114.616219722 -4456750.311985097 3713049.70221898
3	240 -2635114.6164068975 -4456750.309336378 3713049.702280699
3	241 -2635114.6152578695 -4456750.309290743 3713049.703697086
3	242 -2635114.611879443 -4456750.302375326 3713049.69805888
3	243 -2635114.610456519 -4456750.3010183815 3713049.694548533
3	244 -2635114.608607253 -4456750.302213928 3713049.695338635
3	245 -2635114.612191341 -4456750.308492614 3713049.6995550185
3	246 -2635114.6076495596 -4456750.299276201 3713049.691751592
3	247 -2635114.6082529356 -4456750.300352598 3713049.692110597
3	248 -2635114.6103832475 -4456750.303823774 3713049.6960449084
3	249 -2635114.599779203 -4456750.287315539 3713049.683124268
3	250 -2635114.6031096154 -4456750.29422878 3713049.685407205
3	251 -2635114.608239458 -4456750.300965076 3713049.690927562
3	252 -2635114.6097087795 -4456750.305473282 3713049.6958187176
3	253 -2635114.6076069195 -4456750.301416942 3713049.6916191964
3	254 -2635114.6060897885 -4456750.3014345 3713049.690932318
3	255 -2635114.605591744 -4456750.295970719 3713049.685624436
3	256 -2635114.6022576047 -4456750.293482008 3713049.6814480363
3	257 -2635114.6059897165 -4456750.298213456 3713049.687900783
3	258 -2635114.6035485673 -4456750.292534093 3713049.6832699426
3	259 -2635114.6095439848 -4456750.301635158 3713049.6911369227
3	260 -2635114.612726964 -4456750.306876637 3713049.6927716723
3	261 -2635114.6158164074 -4456750.310807407 3713049.695177525
3	262 -2635114.6123659066 -4456750.308922476 3713049.6949308924
3	263 -2635114.6089922413 -4456750.303401533 3713049.6922039846
3	264 -2635114.6057099663 -4456750.299062133 3713049.689841933
4	265 -2635114.6152142654 -4456750.31110943 3713049.6949915118
4	266 -2635114.6178390295 -4456750.312263364 3713049.69687535
4	267 -2635114.6160667147 -4456750.311042719 3713049.6963721537
4	268 -2635114.6191207906 -4456750.319497414 3713049.7022553645
4	269 -2635114.621848759 -4456750.322084212 3713049.705330332
4	270 -2635114.6112689674 -4456750.30806926 3713049.6912914957
4	271 -2635114.607343324 -4456750.303536385 3713049.6888848194
4	272 -2635114.6011236305 -4456750.294911728 3713049.6788341952
4	273 -2635114.6077824784 -4456750.3014304545 3713049.686989031
4	274 -2635114.6119981934 -4456750.310120374 3713049.691297626
4	275 -2635114.608371419 -4456750.304761587 3713049.6878866917
4	276 -2635114.6043695025 -4456750.299270588 3713049.684194866
4	277 -2635114.61205149 -4456750.313070468 3713049.6941886027
4	278 -2635114.602975953 -4456750.295949087 3713049.6821977925
4	279 -2635114.6081830207 -4456750.3032865105 3713049.6867382266
4	280 -2635114.6136031183 -4456750.314474927 3713049.695896895
3	281 -2635114.617516762 -4456750.319473902 3713049.7038934245
3	282 -2635114.608979913 -4456750.309226833 3713049.692750569
3	283 -2635114.6103998036 -4456750.310081247 3713049.6940068305
3	284 -2635114.612670719 -4456750.311444842 3713049.7003359837
3	285 -2635114.611489361 -4456750.3129092585 3713049.6966376873
3	286 -2635114.60793702 -4456750.307893871 3713049.693315392
3	287 -2635114.6020420427 -4456750.29896355 3713049.6849557483
4	288 -2635114.6057346305 -4456750.302319255 3713049.6853209543
4	289 -2635114.611710808 -4456750.310608969 3713049.693322568
4	290 -2635114.611576374 -4456750.311565094 3713049.69198373
4	291 -2635114.6103312704 -4456750.311625337 3713049.691764786
4	292 -2635114.6098127733 -4456750.308770604 3713049.6909030955
4	293 -2635114.603308666 -4456750.301632908 3713049.6841011797
4	294 -2635114.6117240675 -4456750.315348758 3713049.695834411
4	295 -2635114.614758044 -4456750.317745672 3713049.6991161327
4	296 -2635114.6152532506 -4456750.317181641 3713049.698676809
4	297 -2635114.6143622235 -4456750.316308045 3713049.6971048443
4	298 -2635114.623212078 -4456750.331139984 3713049.7088388694
4	299 -2635114.623052072 -4456750.330782994 3713049.709724455
4	300 -2635114.623281053 -4456750.332508983 3713049.710522299
4	301 -2635114.6124834246 -4456750.314728186 3713049.6956309155
4	302 -2635114.6147031803 -4456750.3167196475 3713049.6954490147
4	303 -2635114.6238910994 -4456750.328634089 3713049.7050307384
4	304 -2635114.615947573 -4456750.316059243 3713049.6968914447
4	305 -2635114.617305032 -4456750.319175655 3713049.7004274228
4	306 -2635114.6213301774 -4456750.327959181 3713049.7060730574
4	307 -2635114.6196103515 -4456750.32357573 3713049.702106703
4	308 -2635114.615641252 -4456750.320233593 3713049.699142517
4	309 -2635114.616405226 -4456750.322044089 3713049.69905901
4	310 -2635114.620878537 -4456750.326703869 3713049.7059011934
4	311 -2635114.6229188046 -4456750.331695364 3713049.708969745
4	312 -2635114.6157780616 -4456750.319327088 3713049.700070394
4	313 -2635114.611918501 -4456750.310298657 3713049.693991953
4	314 -2635114.6158222402 -4456750.31835147 3713049.698593478
4	315 -2635114.615010526 -4456750.315936222 3713049.698431295
4	316 -2635114.6157239075 -4456750.316481914 3713049.7000310635
4	317 -2635114.621505231 -4456750.325046491 3713049.704166539
4	318 -2635114.6235109107 -4456750.326909541 3713049.7068248563
4	319 -2635114.6141857742 -4456750.313548209 3713049.6953624464
4	320 -2635114.6174189206 -4456750.320325142 3713049.6985029876
4	321 -2635114.623497873 -4456750.327790065 3713049.707866333
4	322 -2635114.622969253 -4456750.324904895 3713049.7037754883
4	323 -2635114.6204364267 -4456750.32186894 3713049.6995135252
4	324 -2635114.6226939694 -4456750.323589628 3713049.7043154906
4	325 -2635114.6160414736 -4456750.3160794955 3713049.697082334
4	326 -2635114.6227680445 -4456750.326470372 3713049.704908389
4	327 -2635114.6299113757 -4456750.340579324 3713049.7150424947
4	328 -2635114.6270467546 -4456750.335140713 3713049.7112302673
4	329 -2635114.628206029 -4456750.340286583 3713049.7168531897
4	330 -2635114.6269851276 -4456750.335446093 3713049.7146565523
4	331 -2635114.6230882 -4456750.326977916 3713049.7066197963
4	332 -2635114.6216660305 -4456750.326799823 3713049.705231611
4	333 -2635114.620000354 -4456750.32598729 3713049.704021147
4	334 -2635114.624206292 -4456750.328577079 3713049.7046635514
4	335 -2635114.624935296 -4456750.332042539 3713049.7060332773
4	336 -2635114.6279603913 -4456750.334778423 3713049.7120549143
1	337 -2635114.629204398 -4456750.3377725845 3713049.7158372235
1	338 -2635114.6290127635 -4456750.337951986 3713049.7185908463
1	339 -2635114.6284717508 -4456750.337804341 3713049.7155258497
1	340 -2635114.63444452 -4456750.344507853 3713049.722258258
1	341 -2635114.636288121 -4456750.351058873 3713049.726896221
1	342 -2635114.634204065 -4456750.348750571 3713049.724977252
1	343 -2635114.630092766 -4456750.340922604 3713049.7189603457
4	344 -2635114.6257272703 -4456750.335746836 3713049.7093284777
4	345 -2635114.635677405 -4456750.348940035 3713049.7212939095
4	346 -2635114.6286581433 -4456750.336609 3713049.712085762
4	347 -2635114.629881072 -4456750.340364775 3713049.714097713
4	348 -2635114.6270972155 -4456750.3358552 3713049.7097359844
4	349 -2635114.6345075024 -4456750.344728469 3713049.718876682
4	350 -2635114.6333354786 -4456750.344060473 3713049.718718014
4	351 -2635114.6298072785 -4456750.338411821 3713049.712561072
4	352 -2635114.6298279488 -4456750.3394054985 3713049.7136665382
4	353 -2635114.626485189 -4456750.334571389 3713049.708101775
4	354 -2635114.6295498246 -4456750.340166896 3713049.715402965
4	355 -2635114.630704271 -4456750.3361432925 3713049.715212767
4	356 -2635114.6286058216 -4456750.334558157 3713049.713199232
4	357 -2635114.6317788023 -4456750.343523827 3713049.718016444
4	358 -2635114.6325322296 -4456750.347503675 3713049.72087379
4	359 -2635114.632633465 -4456750.345058185 3713049.718461994
4	360 -2635114.6293897596 -4456750.3394661 3713049.7132271193
4	361 -2635114.6274282555 -4456750.33922501 3713049.711581454
4	362 -2635114.6183673595 -4456750.321105388 3713049.6999985506
4	363 -2635114.616569471 -4456750.318491808 3713049.6961119277
4	364 -2635114.62479517 -4456750.331854033 3713049.707571702
4	365 -2635114.6236485266 -4456750.331667995 3713049.7080082544
4	366 -2635114.6214888315 -4456750.330324677 3713049.704851388
4	367 -2635114.6195709575 -4456750.326437776 3713049.7018147744
4	368 -2635114.6214055833 -4456750.327133827 3713049.705326384
4	369 -2635114.6243493077 -4456750.330740598 3713049.7082948196
4	370 -2635114.62743956 -4456750.336863502 3713049.7130518556
4	371 -2635114.624265776 -4456750.330042134 3713049.7099676155
4	372 -2635114.6309782215 -4456750.340963518 3713049.71681826
4	373 -2635114.623713582 -4456750.330324134 3713049.7044440955
4	374 -2635114.634541038 -4456750.34425068 3713049.71871934
4	375 -2635114.6286928165 -4456750.336361511 3713049.712833182
4	376 -2635114.6274650176 -4456750.335736577 3713049.711417936
4	377 -2635114.62999558 -4456750.338999184 3713049.7148952694
4	378 -2635114.6280188253 -4456750.336376445 3713049.708007151
4	379 -2635114.6301628975 -4456750.338093097 3713049.711276339
4	380 -2635114.6303393315 -4456750.341626859 3713049.7141436324
4	381 -2635114.6236325144 -4456750.332092036 3713049.7061874536
4	382 -2635114.6219192203 -4456750.326191378 3713049.7028864357
4	383 -2635114.626797986 -4456750.331679548 3713049.7096561166
4	384 -2635114.630081124 -4456750.334390982 3713049.713190092
4	385 -2635114.6257675225 -4456750.333350589 3713049.7103658738
4	386 -2635114.6272930233 -4456750.333525827 3713049.711934146
4	387 -2635114.6288793767 -4456750.337524056 3713049.7123975228
4	388 -2635114.6274373964 -4456750.334429711 3713049.7117952565
4	389 -2635114.6239352846 -4456750.328311782 3713049.7077435874
4	390 -2635114.6263943138 -4456750.333713503 3713049.7118415697
4	391 -2635114.630807765 -4456750.33802997 3713049.7146916254
4	392 -2635114.6358236256 -4456750.346716758 3713049.722859456
4	393 -2635114.6307911794 -4456750.338849576 3713049.714569113
4	394 -2635114.622653649 -4456750.321312795 3713049.701616133
4	395 -2635114.624274078 -4456750.330424566 3713049.7070430317
4	396 -2635114.62135604 -4456750.326573588 3713049.7011233172
4	397 -2635114.628445469 -4456750.334014916 3713049.7098895875
4	398 -2635114.6203069505 -4456750.32337315 3713049.698715289
4	399 -2635114.6186568765 -4456750.322861947 3713049.6970196962
4	400 -2635114.6190628614 -4456750.322733104 3713049.698596228
4	401 -2635114.620528397 -4456750.323904306 3713049.6987011475
4	402 -2635114.619538859 -4456750.325044737 3713049.6956519857
4	403 -2635114.617979437 -4456750.3232852155 3713049.6968028652
4	404 -2635114.6198769743 -4456750.32592306 3713049.700693961
4	405 -2635114.618238264 -4456750.319217087 3713049.69796983
4	406 -2635114.6190515016 -4456750.323456567 3713049.7024340173
4	407 -2635114.623790229 -4456750.331326291 3713049.7069601286
4	408 -2635114.6283354266 -4456750.338156207 3713049.7119882125
4	409 -2635114.6269176938 -4456750.331229774 3713049.7063035374
4	410 -2635114.6251974083 -4456750.3300878955 3713049.7061852063
4	411 -2635114.623995316 -4456750.327920765 3713049.7015379304
4	412 -2635114.6268001627 -4456750.334336193 3713049.7079520645
4	413 -2635114.6255871267 -4456750.331363182 3713049.7037943355
4	414 -2635114.628007889 -4456750.340007413 3713049.7105968287
4	415 -2635114.6268249 -4456750.337592293 3713049.7093743877
4	416 -2635114.6279804637 -4456750.334638956 3713049.7116250796
4	417 -2635114.6249925704 -4456750.332132246 3713049.707617464
4	418 -2635114.621127494 -4456750.32702656 3713049.7021085713
4	419 -2635114.621939013 -4456750.3297881065 3713049.704534443
4	420 -2635114.6241674493 -4456750.333849062 3713049.709802774
4	421 -2635114.627668831 -4456750.337571543 3713049.711036015
4	422 -2635114.6238237903 -4456750.333766219 3713049.709487658
4	423 -2635114.621805339 -4456750.331366073 3713049.706183413
4	424 -2635114.6249099076 -4456750.334142109 3713049.7114072233
4	425 -2635114.6185583933 -4456750.328058485 3713049.7023393163
4	426 -2635114.6213283357 -4456750.332869802 3713049.7075145263
4	427 -2635114.61473847 -4456750.323301162 3713049.6993493075
4	428 -2635114.616152049 -4456750.32593219 3713049.7006522985
4	429 -2635114.6135354466 -4456750.320020107 3713049.696461764
4	430 -2635114.6195251243 -4456750.328618398 3713049.7047991077
4	431 -2635114.6212125937 -4456750.330140988 3713049.7036219584
4	432 -2635114.6253246707 -4456750.335784796 3713049.7117952304
4	433 -2635114.6237391154 -4456750.335059395 3713049.7095215092
4	434 -2635114.618640052 -4456750.329025533 3713049.7034069095
1	435 -2635114.6281346693 -4456750.34123042 3713049.718013135
1	436 -2635114.628691098 -4456750.339854217 3713049.7189354487
1	437 -2635114.625891516 -4456750.338471232 3713049.714211416
1	438 -2635114.625609778 -4456750.337596683 3713049.7149945986
1	439 -2635114.628924457 -4456750.341527188 3713049.7150399024
1	440 -2635114.6349108443 -4456750.350359381 3713049.723562245
1	441 -2635114.6303963996 -4456750.348012875 3713049.7193755
1	442 -2635114.630215422 -4456750.342505687 3713049.7171304733
1	443 -2635114.6333230794 -4456750.349162466 3713049.7236174303
1	444 -2635114.6342902244 -4456750.350988662 3713049.7241553706
1	445 -2635114.6359891794 -4456750.351585093 3713049.7231762176
1	446 -2635114.6376906177 -4456750.353115758 3713049.7254135646
1	447 -2635114.6327576507 -4456750.344759809 3713049.717527333
1	448 -2635114.6366010066 -4456750.348913319 3713049.7234162036
1	449 -2635114.632264207 -4456750.34505846 3713049.719762853
